date,a,b,c
,415.839777,832.802796,1250.80172
,416.100041,833.651576,1252.934228
,416.358139,834.705383,1252.934643
,417.064953,835.21078,1251.066988
,417.024688,835.146395,1248.383567
,417.809477,835.107463,1246.177776
,418.349874,834.674525,1242.681237
,417.859556,833.345689,1240.69545
,418.267287,832.792378,1237.788725
,418.400043,831.261078,1237.690652
,418.509348,831.077237,1237.758176
,418.49146,828.654038,1239.22651
,418.244288,827.538902,1241.976741
,418.981423,826.983588,1245.153377
,418.666834,826.567665,1249.447215
,418.195156,826.025408,1252.611097
,418.028846,826.654593,1255.522103
,418.035367,827.398124,1257.919892
,418.07431,828.06484,1258.882477
,417.479773,829.56608,1257.679019
,417.895373,831.017015,1255.936952
,417.358404,832.2445,1253.632306
,416.991233,833.744359,1250.648125
,417.349285,835.904396,1248.083781
,416.280149,837.379028,1245.553378
,416.761194,838.839864,1243.692853
,415.674017,839.837899,1243.239133
,415.907923,840.843147,1243.872663
,415.588977,841.513845,1246.067748
,415.46469,841.742915,1249.311184
,415.756402,841.416863,1252.047448
,415.654807,840.866358,1256.667353
,416.002864,839.819168,1259.846893
,415.613917,839.031847,1262.404685
,415.097942,838.063247,1263.914362
,415.710521,836.178889,1264.368694
,415.869488,834.633121,1263.724607
,415.773504,834.245857,1261.527831
,416.528754,833.737765,1259.206434
,416.422905,832.340663,1255.942896
,416.550517,832.492876,1253.52268
,417.178918,832.177512,1250.402381
,417.914305,833.410915,1249.520381
,417.651046,833.899628,1249.696579
,418.886062,835.032854,1250.528997
,419.018598,836.693117,1252.781416
,419.295649,838.245294,1256.419046
,419.940911,840.098505,1259.437638
,420.798133,841.871423,1263.820506
,421.079497,843.584504,1266.563587
,421.920578,844.976041,1269.295161
,422.2169,846.287768,1270.877575
,423.004738,847.156629,1270.264186
,422.746856,847.475941,1269.006116
,423.086908,847.39143,1266.761019
,423.290754,847.48773,1264.03209
,423.798358,846.674437,1260.759254
,424.059451,846.027776,1258.691571
,424.286423,844.815121,1255.955954
,424.654922,843.376534,1255.716563
,425.363196,842.617352,1256.522046
,424.357336,841.011019,1258.091453
,424.423137,840.139143,1260.255175
,424.619937,838.971512,1263.578691
,423.922855,838.856129,1266.957947
,424.492147,838.405386,1270.806367
,424.085524,838.541033,1273.81439
,424.140148,839.003667,1276.019379
,423.883437,840.065235,1276.56319
,424.532621,841.560988,1276.01679
,423.273974,842.809762,1274.502096
,423.066953,844.318564,1271.730089
,422.904416,845.677274,1269.471431
,422.288213,847.809545,1265.920466
,422.443123,849.022214,1263.639717
,422.447868,851.247229,1262.024705
,421.480029,852.242077,1261.427813
,422.012668,852.654015,1262.698577
,421.78549,853.348668,1264.284838
,421.186941,853.528531,1267.396563
,421.436753,853.175869,1270.502213
,421.227961,852.249636,1274.012595
,421.779014,851.799349,1277.64954
,421.463022,850.496993,1280.683925
,421.660303,849.592866,1282.071137
,422.093112,848.241843,1282.646693
,421.160554,846.837499,1281.658008
,421.777293,846.136788,1279.895769
,422.78506,845.016323,1277.006968
,422.409112,844.663639,1274.474084
,423.153066,844.978291,1270.88245
,423.43069,844.497596,1268.851473
,423.166507,845.389301,1267.561942
,424.116197,845.75945,1267.458682
,424.738485,847.014696,1268.562302
,425.367387,848.350324,1271.078581
,426.049283,849.913693,1273.400166
,426.345182,851.770572,1278.123711
,426.867822,853.934758,1281.832208
,427.11596,855.85837,1285.028027
,427.649587,857.051316,1287.725642
,427.745395,858.147461,1288.425702
,428.239815,859.298764,1288.611456
,428.300736,858.913465,1286.744151
,429.656854,859.926727,1284.305325
,430.021801,859.129468,1281.708168
,429.46728,858.547163,1279.0355
,430.248458,857.844144,1276.427779
,430.736884,856.583301,1274.58061
,429.962155,855.79974,1273.216647
,430.575748,853.953442,1273.966948
,430.795646,853.422379,1275.357352
,430.644992,852.298171,1278.061873
,430.481692,851.149012,1281.556962
,430.465165,850.374516,1285.212719
,430.803596,849.947667,1288.532751
,430.704377,850.690649,1291.466085
,430.330565,851.5914,1293.204663
,429.665206,852.195892,1294.635818
,429.951901,852.963217,1294.262768
,429.118232,854.674016,1292.540115
,428.84516,856.9296,1289.876981
,428.826314,857.603685,1287.454406
,428.943111,860.172518,1284.068513
,428.092597,861.566103,1282.000291
,428.463248,863.064427,1280.1091
,428.371491,863.904333,1279.609703
,427.512735,864.912379,1279.903448
,427.976499,864.790492,1282.63725
,427.504811,865.335516,1285.550891
,427.276788,865.443018,1288.509946
,427.194336,864.913693,1292.419391
,427.151712,864.037079,1295.732654
,427.61849,863.066912,1298.674755
,427.525594,861.669733,1300.333296
,427.742782,860.269487,1300.128442
,427.998865,858.870895,1299.447243
,428.176603,858.162198,1297.484816
,428.273725,856.994771,1295.091774
,428.640243,856.922944,1292.234247
,428.662365,856.006675,1288.876463
,429.461001,856.852477,1286.990673
,429.445064,856.93624,1286.189927
,429.682604,857.930006,1285.06481
,430.334625,859.227534,1287.213059
,430.491797,860.625438,1289.25737
,431.757965,862.002516,1292.641365
,432.4707,863.883998,1296.009922
,432.190022,865.470092,1298.962376
,433.117088,867.15896,1302.781225
,433.008138,868.656231,1305.176454
,434.134656,870.456983,1306.711091
,434.207021,870.667894,1306.032475
,434.201727,871.129118,1305.416676
,434.55001,871.188628,1302.796539
,435.685919,871.216927,1300.032434
,436.285216,870.624592,1296.562319
,435.740289,869.905353,1294.523423
,436.070154,868.693871,1292.529373
,436.089243,867.073535,1291.190837
,437.020072,866.402368,1291.662569
,436.755282,864.777983,1293.215077
,436.855689,863.78504,1296.469101
,436.76342,863.244946,1299.096158
,436.980502,862.422455,1303.618245
,436.4014,862.553728,1306.602632
,436.707351,862.695875,1309.938403
,436.157006,863.204345,1311.906875
,436.218727,863.837471,1312.442997
,436.12528,864.718728,1311.642011
,435.199282,867.052973,1310.524152
,435.606617,868.483268,1308.184325
,435.25435,870.066127,1305.087331
,434.391808,871.634541,1302.491462
,434.567452,872.884101,1299.670045
,434.323101,874.747035,1298.688493
,433.890765,876.149328,1297.823981
,434.032247,877.026119,1298.537035
,433.581238,877.896318,1300.611673
,433.218645,877.681857,1303.649582
,434.00608,877.454222,1306.544431
,433.416759,876.887569,1310.53175
,433.310372,875.296314,1313.340677
,433.592992,875.294552,1316.116755
,433.056523,873.434134,1318.366305
,433.606678,872.180666,1318.742048
,433.562894,871.412045,1317.260293
,433.798035,870.14804,1315.358
,434.396597,869.005585,1312.611742
,434.527271,868.108669,1309.416756
,435.223716,868.69104,1306.581752
,435.118965,868.97113,1305.003586
,435.453879,869.204287,1303.912957
,436.216494,869.984353,1303.715184
,436.706783,870.953676,1304.688604
,437.241777,873.001522,1307.405167
,437.705037,874.471192,1310.464112
,437.823825,875.826102,1314.27931
,438.038294,877.609357,1317.311974
,438.766297,879.40722,1320.767472
,439.415145,881.332361,1323.16574
,440.169275,881.928234,1325.128514
,440.533931,882.784347,1324.25336
,440.911413,883.546418,1323.153374
,441.10215,883.943593,1320.944988
,441.165487,883.602176,1317.925262
,441.823377,882.830214,1314.651745
,442.169211,881.963829,1312.630915
,441.630995,880.758714,1310.623492
,442.414369,879.653144,1309.650463
,442.600485,877.808756,1309.620525
,442.171621,876.93658,1311.031494
,443.05854,875.527129,1314.043384
,442.249476,874.953603,1317.204301
,442.654521,874.623107,1321.416746
,442.693719,874.244046,1324.811194
,442.858908,874.374071,1327.432402
,442.286273,875.319967,1330.046624
,442.453329,876.251446,1330.179002
,441.497927,877.170027,1329.971934
,441.586703,877.99181,1329.051657
,441.830992,880.844291,1326.111686
,440.983037,881.606261,1323.24055
,440.55394,883.54975,1320.273782
,441.216145,885.840597,1317.208753
,440.094407,886.917703,1315.829099
,440.152082,888.577825,1315.087303
,439.757585,888.627919,1316.789492
,439.747449,889.414854,1318.495658
,439.631297,889.268606,1321.559862
,439.68991,889.28011,1324.986265
,439.369636,888.929893,1328.736276
,438.989896,888.022406,1332.141193
,438.847865,887.158514,1334.876142
,439.684123,885.520773,1335.861923
,439.473425,884.099463,1336.50937
,439.636275,883.686343,1335.23862
,439.831987,881.79138,1333.4888
,439.946177,881.655853,1331.14825
,440.650041,880.888694,1328.515429
,440.755729,880.943824,1325.073552
,441.433174,881.102447,1322.900339
,442.123282,880.486846,1322.362189
,442.345998,881.647338,1322.0915
,442.877027,883.579676,1322.345915
,443.150431,884.657798,1324.78771
,443.80512,886.169943,1328.247632
,444.397548,887.944752,1331.942303
,444.313797,889.646856,1335.646775
,444.949072,891.811986,1338.770092
,445.038847,892.560181,1340.949734
,445.505796,893.965523,1342.601647
,446.291763,895.044857,1342.265117
,446.741746,895.213782,1341.118537
,447.809337,895.507243,1339.249932
,447.134521,895.023441,1335.757659
,447.451721,895.032993,1332.825116
,447.834225,893.37113,1330.285851
,447.727673,892.459136,1328.212155
,448.342661,891.4696,1327.829091
,448.508829,890.821131,1328.001462
,448.303576,889.131607,1329.334523
,448.131998,888.051493,1332.104553
,448.698561,887.312491,1335.505967
,448.526599,887.149109,1339.235397
,448.415645,886.462767,1343.037229
,448.314745,886.562796,1346.066394
,447.715359,887.086156,1347.739602
,448.198014,888.071816,1348.239229
,448.256522,888.967066,1348.142091
,447.387546,890.40261,1346.318841
,447.669431,891.864546,1343.918735
,447.24067,894.11317,1340.385874
,446.948691,896.133054,1337.841873
,446.296604,897.16724,1336.089423
,446.198884,898.646718,1334.148789
,445.643177,900.371213,1332.87815
,446.08194,900.762745,1334.78536
,445.61792,901.78967,1335.771627
,445.084529,901.477137,1339.124428
,445.650884,901.269016,1342.813522
,445.623317,900.916241,1346.160391
,445.445588,899.949647,1349.920358
,445.360482,898.393998,1352.753108
,445.232582,897.776194,1353.98029
,445.376385,896.370392,1354.911
,446.083299,895.691998,1353.545458
,446.260155,894.134621,1351.808598
,446.457219,893.523175,1349.69238
,446.584757,891.966304,1345.74658
,446.990906,892.08058,1343.35745
,447.674838,892.805011,1341.450391
,448.036312,892.185235,1339.960033
,448.508616,894.551656,1339.46187
,447.890439,895.04832,1340.577884
,449.473063,896.080219,1342.741644
,449.728205,898.26394,1346.210959
,449.570849,899.91034,1351.015841
,450.948712,901.558851,1353.690061
,451.616437,903.114673,1357.250536
,451.621132,904.658894,1359.617397
,451.414736,905.745556,1360.458647
,452.129308,906.558996,1360.032714
,452.511371,906.977402,1359.004092
,453.265939,907.438435,1357.496399
,452.971993,907.51621,1354.055968
,453.657335,906.5524,1351.016664
,454.207201,905.836934,1348.30741
,454.207962,904.433709,1346.317449
,454.56433,903.271934,1345.27165
,454.583806,902.406986,1345.936253
,454.419028,901.192305,1347.444503
,454.724055,900.334512,1350.128806
,454.551566,898.85527,1353.427136
,454.163195,898.456495,1356.923375
,454.669889,898.453971,1360.778619
,454.657229,898.835319,1363.231811
,454.541471,898.986089,1366.09184
,454.282912,899.751883,1366.843125
,453.809649,901.733292,1366.586525
,453.515583,903.187156,1364.63863
,453.57879,904.125199,1361.752724
,452.496275,905.764814,1358.849133
,452.719002,907.69947,1355.700301
,452.487965,909.482765,1353.732669
,452.146698,910.54105,1351.893225
,452.580547,911.750566,1351.330735
,452.296429,912.81561,1352.167851
,451.707321,913.40851,1353.886559
,451.393618,913.259106,1356.595997
,451.670339,913.308883,1360.498593
,451.712676,912.854664,1364.878736
,451.236493,912.194801,1368.051449
,451.77694,911.009887,1370.626181
,451.400011,909.23397,1372.488914
,451.83318,908.499365,1372.659234
,451.730104,907.066008,1371.570532
,451.807896,906.054296,1369.679527
,452.025176,905.33678,1366.827759
,452.329594,904.355396,1364.556263
,452.255713,904.774777,1361.111643
,453.191816,904.479291,1359.086704
,453.288133,904.866665,1358.114269
,454.108144,906.012588,1357.163653
,454.783511,907.346767,1358.62235
,455.011854,908.447001,1361.056537
,455.01884,910.339532,1364.360366
,455.859034,912.010649,1368.441333
,456.434869,913.845904,1372.157094
,456.981015,915.236321,1374.718089
,457.116172,916.542267,1376.905374
,458.034468,918.007496,1378.543165
,458.576708,919.14206,1378.013144
,458.764021,918.861871,1377.337556
,459.789765,919.817073,1374.49615
,459.677746,919.063272,1371.822066
,460.076311,918.627379,1368.482557
,460.064934,918.325518,1365.845587
,460.414107,916.773603,1364.533519
,460.725213,915.92702,1363.192875
,460.207624,914.391681,1364.278958
,460.959586,912.990006,1365.143046
,460.869211,912.674911,1367.789907
,460.453548,911.210515,1372.014665
,460.46051,910.034415,1375.038137
,460.52983,910.319949,1378.519056
,459.984596,910.809823,1381.496806
,460.084768,911.128298,1383.541308
,459.708165,912.254227,1384.208551
,459.815768,913.115545,1384.46092
,459.335094,915.2188,1382.834677
,459.073509,916.494705,1379.697059
,459.181387,918.242813,1376.968449
,458.987412,919.732948,1374.569009
,458.112543,921.645212,1371.686606
,458.921489,923.090244,1370.232659
,457.638014,924.082299,1369.048597
,457.821368,925.733698,1369.965348
,457.942888,925.72012,1372.811619
,457.546724,925.531958,1375.629477
,458.27419,925.80051,1378.510833
,457.056745,924.948968,1382.56024
,457.403801,924.137695,1385.839281
,457.20195,922.944624,1388.619995
,457.507454,921.903166,1390.576435
,457.579958,920.751704,1391.218844
,458.366398,918.809763,1390.41693
,457.945049,917.646105,1388.139319
,458.209185,917.2155,1384.999179
,458.856696,916.526899,1381.787858
,458.928835,916.345283,1379.113308
,459.330748,916.950343,1376.622046
,459.391377,916.795977,1375.855053
,459.650766,917.992787,1375.608823
,460.306835,919.169926,1376.784386
,461.106685,920.561375,1378.892301
,461.542384,921.902174,1382.733569
,462.086352,923.954507,1385.59715
,462.740688,925.532307,1388.902833
,462.19917,927.345489,1392.736165
,463.565584,928.512016,1395.381746
,463.882194,929.826522,1396.103062
,464.700798,930.601753,1396.45568
,464.698543,931.483811,1395.296923
,464.471755,931.37169,1392.6618
,465.642272,931.246757,1390.131871
,465.69436,930.220579,1387.001289
,465.863948,929.957607,1384.019281
,466.460629,928.870112,1382.869279
,465.989643,927.570558,1381.725826
,466.513362,926.002862,1382.506696
,466.04768,924.790021,1383.420363
,467.028273,924.076883,1385.9078
,466.49315,922.826322,1388.839753
,466.524485,922.838719,1392.52593
,466.166145,922.599976,1397.040079
,466.654953,922.306654,1399.868381
,466.006991,922.751367,1401.847819
,466.026393,924.119876,1402.592121
,465.984541,925.305625,1401.646934
,465.638353,926.659519,1400.581019
,465.135237,928.233476,1397.718744
,464.850631,929.873728,1394.197493
,464.593517,931.647519,1391.992769
,465.052712,933.341338,1389.549447
,463.768457,934.561535,1387.699303
,464.456029,935.914613,1388.534208
,463.56046,936.746593,1388.721704
,463.781385,937.684347,1390.441668
,463.444966,937.152516,1393.703606
,463.23453,937.663851,1396.644657
,463.278849,937.286689,1400.297967
,463.534066,936.37007,1404.038
,463.491286,934.440281,1406.430863
,463.48223,933.945287,1407.975432
,463.739129,932.864638,1408.530165
,463.696471,930.706428,1407.246501
,464.309184,930.006263,1405.05122
,464.616878,929.581973,1402.779412
,464.372824,928.826329,1400.134007
,464.814479,928.930262,1396.573668
,465.536103,928.522293,1395.529592
,465.50596,929.1847,1393.959975
,466.3764,929.699316,1393.795407
,466.593625,931.141521,1394.638926
,466.62542,931.686651,1397.45707
,467.90836,934.120095,1400.433501
,468.733314,936.462364,1404.303702
,468.587126,937.911204,1407.646054
,469.075491,939.67638,1410.622219
,470.030291,941.006937,1413.089138
,468.952825,941.793523,1414.690762
,470.111084,942.153315,1413.833309
,471.270845,943.502637,1413.131745
,470.838474,943.929684,1411.019254
,471.793155,943.05083,1408.19016
,471.798804,942.847423,1404.780535
,471.861304,942.050427,1402.328851
,472.146448,940.81895,1400.237381
,472.429702,939.751141,1399.810727
,472.468643,939.068351,1399.34029
,472.830928,937.032138,1401.739317
,472.291211,935.767367,1403.964172
,472.908729,935.231442,1407.509848
,472.620923,934.972741,1411.262502
,472.668849,934.155943,1415.292686
,472.595919,934.727871,1417.907742
,472.149285,934.874931,1420.333904
,471.997413,935.741262,1420.313083
,471.614045,937.424894,1419.682465
,471.289358,938.431686,1418.518524
,471.47872,940.476586,1415.818002
,470.922204,941.239565,1412.684365
,470.859567,943.657647,1409.668226
,470.63306,945.209759,1407.287126
,470.575628,946.800823,1405.11432
,470.341467,948.310627,1405.490919
,469.49438,949.084336,1406.122504
,470.230892,948.905885,1407.907339
,469.469603,949.554757,1410.983661
,469.976874,949.324952,1414.794531
,469.154477,948.743108,1418.405034
,469.375552,948.169167,1421.433545
,469.532997,946.48133,1424.25626
,468.978926,946.278701,1426.442313
,469.214982,944.272012,1426.713627
,469.552581,943.219565,1425.506533
,469.745642,942.654439,1423.86073
,470.401065,941.320822,1420.526903
,470.034996,940.231628,1418.184941
,470.428715,940.683889,1415.253561
,471.213473,940.476942,1413.210948
,472.391651,941.12488,1411.721904
,471.970433,942.206683,1411.462187
,472.619013,942.935487,1412.749169
,473.428973,944.312298,1415.188463
,473.60964,946.285926,1418.051328
,474.216243,947.954744,1422.31081
,474.688454,949.683529,1425.814691
,474.993883,951.854279,1429.29476
,475.64148,952.684716,1431.356279
,475.917943,953.847719,1432.379119
,476.452778,954.951018,1432.266133
,477.146534,955.809823,1430.95705
,477.188477,956.470085,1428.362815
,477.555583,955.5754,1425.91549
,477.712766,955.10242,1422.711893
,478.08099,954.302596,1420.647835
,478.53464,952.500532,1418.555284
,478.205573,951.420014,1417.412155
,478.373166,950.538502,1417.460961
,478.821366,949.333161,1419.406231
,479.006254,947.531841,1422.217229
,479.071231,947.02142,1425.950822
,478.98691,946.650284,1429.315574
,478.13659,946.370872,1432.728928
,478.722311,946.293453,1436.143543
,477.96572,947.418197,1437.552153
,477.812424,948.044948,1437.869242
,478.034741,948.945821,1438.424101
,477.338934,950.063142,1436.303525
,477.044463,952.881659,1434.028668
,477.054425,953.896868,1430.532183
,476.683992,955.508605,1427.976286
,476.173404,957.726365,1425.7905
,476.806683,958.965627,1423.993391
,476.333603,960.637319,1422.941617
,475.855841,960.561902,1423.802545
,474.774132,961.552954,1426.16896
,475.53666,962.355431,1428.524905
,474.906365,961.14605,1433.049521
,475.388016,961.745605,1436.695359
,475.584206,959.758449,1439.471839
,476.188261,958.734743,1442.154766
,475.615068,958.088901,1444.519658
,475.801092,955.876393,1444.169483
,476.080245,955.477539,1443.554454
,475.891722,953.902418,1441.287486
,476.166028,952.85426,1439.129243
,476.642092,952.112012,1435.749551
,476.858932,952.344248,1433.215119
,477.226148,952.291032,1431.101635
,476.94382,953.317306,1429.263346
,478.093746,953.936279,1429.763413
,478.555332,955.139892,1429.719298
,478.300261,956.43699,1432.95534
,479.556494,958.685465,1436.15616
,479.720645,959.874016,1439.92238
,480.691993,961.755384,1443.746833
,480.885577,963.27054,1446.59114
,481.343946,964.742336,1449.1818
,481.716216,965.563887,1450.210766
,482.311192,967.35884,1450.729751
,482.81283,967.955709,1448.70567
,483.082276,967.655759,1446.779493
,483.957703,966.855445,1443.63866
,483.409692,966.641226,1441.386758
,483.991984,966.123921,1437.874721
,484.477063,964.422334,1436.512126
,484.249881,963.576261,1435.132045
,484.547778,962.035674,1435.924386
,484.563889,961.114107,1437.073917
,484.80384,959.957264,1439.975139
,484.628071,959.074441,1443.392076
,484.396756,958.817579,1446.834653
,484.367502,958.3729,1451.283015
,484.526649,958.394707,1453.931994
,484.265761,959.161386,1455.54077
,484.047123,960.478571,1456.123915
,484.109879,961.647131,1456.542405
,484.049801,962.934012,1454.321083
,482.67707,963.772116,1452.140306
,482.774903,965.984286,1448.831037
,482.61258,968.393746,1446.163954
,483.063835,969.124561,1443.807182
,481.975506,970.436049,1441.544027
,482.124824,971.888715,1441.128875
,481.296467,973.273605,1442.479217
,481.272374,973.463345,1444.384639
,481.048023,973.710758,1447.060105
,481.573201,973.593586,1450.446168
,480.992455,972.964399,1454.164995
,481.55348,972.441907,1457.943413
,481.162357,971.219515,1460.43869
,481.572843,969.583192,1462.13377
,481.231164,968.020805,1462.409118
,481.205117,966.758161,1461.244155
,482.369162,966.021035,1460.334442
,481.911264,965.181367,1457.096077
,482.103323,964.693348,1454.542648
,482.018244,964.499723,1450.910978
,483.022737,964.653256,1448.908225
,483.209111,964.895266,1447.850299
,484.460194,965.657696,1448.016622
,484.385033,966.899066,1449.139504
,485.240769,968.329311,1450.487787
,485.602158,970.015073,1454.170558
,485.94251,971.921314,1457.832734
,486.48985,973.915674,1461.479816
,487.231191,975.507346,1464.120274
,487.176446,976.889039,1467.123557
,487.561291,977.901766,1468.174289
,487.963618,979.327041,1468.451223
,488.520698,979.343528,1467.388151
,489.305364,979.372085,1464.900859
,489.861699,979.516,1461.946839
,490.046908,978.748402,1458.571441
,490.273382,978.334883,1456.17523
,490.094515,976.376203,1454.275009
,490.426469,975.828973,1453.169798
,491.246935,974.486862,1453.988697
,490.775588,973.338461,1455.120823
,490.363598,972.417394,1458.334971
,490.51436,971.320276,1461.569433
,490.610465,970.926905,1465.127319
,490.468459,970.150472,1468.831713
,490.167994,970.514062,1472.162831
,490.513719,971.277788,1473.898241
,489.458973,972.063146,1474.5819
,489.715017,973.422532,1473.452947
,489.775755,974.394663,1471.894499
,488.723325,975.921445,1469.832086
,488.86129,977.604889,1467.092503
,488.550011,979.484203,1464.270755
,488.424123,981.238923,1461.593834
,488.665175,983.146328,1460.386972
,488.080772,984.381251,1459.890251
,487.662927,985.271983,1460.462198
,487.993255,985.82203,1462.51103
,487.208214,985.290057,1465.484956
,487.374818,985.66717,1469.599816
,487.525288,984.963888,1472.730551
,487.375285,984.458542,1475.185282
,487.74688,982.49331,1478.901369
,487.487785,981.688524,1479.907925
,487.759645,980.668877,1480.406669
,487.820543,978.85921,1479.808098
,488.053208,978.13016,1477.61596
,488.514948,977.622301,1474.839565
,488.803884,976.25761,1472.17684
,488.958997,976.242399,1469.010694
,488.939106,976.328097,1466.341959
,489.770771,976.788726,1465.376173
,490.108121,978.269849,1465.428561
,490.856714,979.140612,1466.963445
,491.144623,980.979232,1468.835805
,491.679774,981.947764,1472.672887
,491.809069,984.294586,1476.171928
,492.728482,985.277805,1479.274867
,492.847954,987.300358,1483.118122
,493.489084,989.064022,1484.539314
,493.389206,989.765484,1486.690054
,494.479537,991.447315,1486.146618
,494.57014,991.41454,1485.745705
,495.414096,991.937134,1482.838977
,495.816197,991.315094,1479.891627
,496.416177,990.125758,1476.98478
,495.77754,990.145628,1474.211757
,496.416012,989.351119,1472.707856
,496.103189,987.619502,1471.200656
,496.548288,987.074512,1471.777615
,496.701996,985.234711,1473.831937
,495.722913,983.846323,1475.746952
,496.468889,982.761509,1479.654127
,496.457503,982.871321,1482.956636
,496.375357,982.134282,1486.42486
,496.468056,982.569237,1490.029677
,497.043307,983.374965,1491.533888
,496.186798,984.543516,1493.312174
,495.519504,985.354632,1492.256027
,495.683493,986.368123,1490.445195
,495.775364,988.040106,1487.530159
,495.470354,990.050484,1484.862284
,494.666355,991.875237,1482.107301
,494.144697,993.033868,1479.136727
,494.618022,995.701871,1477.963547
,494.530981,996.186228,1477.342226
,493.58967,997.068271,1478.059167
,493.930672,997.565862,1480.528706
,493.677287,997.647572,1483.37522
,493.436868,997.691619,1487.35423
,493.107992,996.760072,1491.009608
,492.661417,995.415349,1493.655344
,493.637741,994.652804,1496.566036
,493.4293,993.324524,1497.848819
,493.116651,992.128564,1498.658287
,494.109815,991.330989,1497.637177
,493.612715,989.224726,1495.764582
,494.525409,989.098207,1492.903037
,494.289975,988.583198,1489.858222
,494.974157,988.061589,1487.256881
,495.037194,988.487498,1484.961721
,495.87827,989.334687,1483.540331
,496.337687,990.439634,1483.724049
,497.107989,990.665512,1485.030567
,496.520924,992.710217,1487.236647
,498.369914,994.439575,1490.32858
,497.834637,996.034667,1494.090371
,497.989001,997.785698,1497.692737
,499.254551,999.447464,1500.84072
,499.522411,1000.904723,1503.254419
,500.253864,1002.004316,1504.265359
,500.529766,1002.828338,1504.515639
,500.519112,1002.946147,1503.090331
,500.809425,1004.09544,1500.023327
,501.148078,1003.511376,1498.424855
,502.001775,1002.646331,1494.738172
,501.87669,1002.292326,1492.118226
,502.522647,1000.955045,1490.65546
,502.278828,999.105297,1489.613056
,502.417735,998.847786,1489.954531
,502.14057,997.432213,1491.461548
,502.873231,996.110734,1494.495864
,502.582009,995.14124,1497.708402
,502.650273,994.384053,1500.508591
,502.265445,994.747292,1504.869106
,502.594284,995.23484,1507.602117
,501.878386,994.6672,1510.048176
,502.219898,996.608846,1510.877697
,501.850267,997.057504,1510.143236
,501.705758,998.450355,1508.627131
,501.166066,1000.620928,1505.918268
,500.880749,1002.513236,1502.58488
,500.711348,1003.823674,1499.840865
,500.697418,1005.1628,1497.263116
,500.063522,1006.878317,1496.0648
,500.144826,1008.068584,1495.585006
,500.313588,1009.201684,1496.23384
,499.277588,1009.530036,1497.916592
,499.247892,1009.166698,1501.252483
,499.221739,1009.225365,1505.032167
,499.3951,1008.489304,1508.199563
,499.282775,1008.069414,1511.572954
,499.413194,1006.801142,1514.243489
,499.543772,1005.935568,1516.28924
,499.498565,1004.107472,1516.325039
,499.527737,1002.759701,1515.544017
,499.687685,1001.782158,1513.443437
,500.608204,1000.717541,1511.082159
,500.569908,1000.66723,1508.061867
,500.872084,999.816047,1505.326923
,501.542258,1000.535354,1502.419421
,501.545853,1001.467895,1501.119744
,502.207628,1001.65047,1501.24605
,502.715155,1003.501487,1503.088079
,502.565327,1005.031328,1504.834303
,503.302969,1006.147344,1507.810819
,503.499211,1007.90316,1512.314513
,504.676201,1010.097517,1515.576796
,504.246471,1011.56685,1519.292803
,505.201886,1012.876947,1521.56107
,506.174875,1014.440388,1522.667101
,506.126866,1014.187008,1522.373632
,507.141992,1015.076804,1521.047455
,507.582645,1015.796274,1519.061577
,507.358105,1015.079298,1516.044033
,507.778618,1015.275073,1513.389945
,508.158428,1013.822672,1510.573073
,508.036538,1012.758352,1507.659233
,508.390616,1010.987402,1507.56314
,508.311959,1010.234613,1507.891636
,509.147595,1008.111562,1509.21837
,508.169892,1008.248145,1512.528779
,508.887092,1007.010723,1515.322895
,508.306195,1006.371513,1519.595161
,508.173222,1006.527913,1522.793799
,508.556089,1006.543566,1526.035223
,507.905052,1007.207097,1527.686415
,508.186055,1008.189916,1528.617681
,508.664713,1008.816213,1528.002485
,507.516273,1010.782939,1526.092922
,507.323213,1012.369561,1524.239414
,506.856365,1013.41388,1520.676999
,506.371111,1016.040003,1517.913666
,506.646059,1017.28871,1515.368902
,506.351208,1018.377739,1514.053471
,505.581256,1019.73661,1513.580404
,506.286037,1020.656529,1514.089775
,505.284552,1021.869625,1515.926246
,505.923211,1021.710686,1519.338872
,505.063727,1021.391344,1522.789144
,505.590071,1020.898532,1527.180348
,505.13008,1019.493113,1529.693766
,505.628691,1018.978113,1532.228355
,505.076971,1017.375192,1534.398012
,506.208733,1016.503141,1534.385781
,505.767925,1015.049884,1533.617912
,506.270778,1014.507787,1531.47821
,506.582068,1012.793779,1529.212081
,506.577974,1012.955625,1526.469485
,506.535161,1012.789226,1522.745113
,506.830161,1012.661145,1520.917261
,506.898302,1012.777261,1519.73943
,507.355069,1013.442616,1519.712034
,508.440016,1015.098761,1521.471402
,509.328092,1016.791874,1522.987663
,509.665561,1018.299712,1526.132798
,510.29652,1020.414371,1530.036357
,510.626016,1021.636456,1533.576836
,510.947447,1023.543671,1537.009666
,512.334349,1024.704341,1539.186946
,512.461329,1025.908524,1540.157488
,512.584953,1026.721244,1540.606297
,513.025244,1027.636592,1539.277084
,512.97068,1027.269177,1536.681491
,513.541324,1027.234342,1534.112324
,513.987354,1026.721264,1530.778672
,514.167055,1025.396863,1528.393165
,514.403461,1024.389487,1526.43928
,515.385324,1023.750185,1525.704389
,514.353834,1022.767023,1525.876285
,515.037368,1021.052344,1527.616669
,514.251472,1020.482847,1530.381791
,514.536949,1019.459653,1533.321002
,514.676935,1018.66342,1537.16315
,514.747534,1018.610458,1540.669779
,514.297427,1018.831338,1543.564993
